Country/Region,Location,Opening Stock,Delivered In,Delivered Out,Closing Stock,Open Tonnage,Cancelled Tonnage,Metal,Date
Belgium,Antwerp,420.0,0.0,0.0,420.0,420.0,0.0,Aluminium Alloy,2025-08-01
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Hong Kong SAR,Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Italy,Genoa,120.0,0.0,0.0,120.0,120.0,0.0,Aluminium Alloy,2025-08-01
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Italy,Trieste,680.0,0.0,0.0,680.0,680.0,0.0,Aluminium Alloy,2025-08-01
Korea (South),Busan,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Korea (South),Gwangyang,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Malaysia,Johor,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Malaysia,Port Klang,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Netherlands,Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Netherlands,Rotterdam,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Netherlands,Vlissingen,80.0,0.0,0.0,80.0,80.0,0.0,Aluminium Alloy,2025-08-01
Singapore,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
Spain,Barcelona,140.0,0.0,0.0,140.0,140.0,0.0,Aluminium Alloy,2025-08-01
Spain,Bilbao,60.0,0.0,0.0,60.0,60.0,0.0,Aluminium Alloy,2025-08-01
Taiwan,Kaohsiung,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
UK,Hull,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
UK,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2025-08-01
,,,,,,,,Aluminium Alloy,2025-08-01
,,,,,,,,Aluminium Alloy,2025-08-01
Belgium,Antwerp,3.0,0.0,0.0,3.0,0.0,3.0,Cobalt,2025-08-01
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Cobalt,2025-08-01
Netherlands,Rotterdam,79.0,0.0,0.0,79.0,0.0,79.0,Cobalt,2025-08-01
Singapore,Singapore,21.0,0.0,0.0,21.0,0.0,21.0,Cobalt,2025-08-01
USA,Baltimore,34.0,0.0,0.0,34.0,0.0,34.0,Cobalt,2025-08-01
,,,,,,,,Cobalt,2025-08-01
,,,,,,,,Cobalt,2025-08-01
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Germany,Hamburg,3075.0,0.0,0.0,3075.0,3075.0,0.0,Copper,2025-08-01
Hong Kong SAR,Hong Kong SAR,7675.0,0.0,0.0,7675.0,7675.0,0.0,Copper,2025-08-01
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Italy,Trieste,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Korea (South),Busan,13300.0,0.0,700.0,12600.0,9775.0,2825.0,Copper,2025-08-01
Korea (South),Gwangyang,43800.0,0.0,1500.0,42300.0,37250.0,5050.0,Copper,2025-08-01
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Malaysia,Johor,25.0,0.0,0.0,25.0,0.0,25.0,Copper,2025-08-01
Malaysia,Port Klang,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Netherlands,Rotterdam,22550.0,0.0,0.0,22550.0,21750.0,800.0,Copper,2025-08-01
Netherlands,Vlissingen,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Saudi Arabia,Jeddah,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Singapore,Singapore,8375.0,25.0,0.0,8400.0,8000.0,400.0,Copper,2025-08-01
Spain,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Spain,Bilbao,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Sweden,Helsingborg,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
Taiwan,Kaohsiung,42950.0,0.0,0.0,42950.0,39975.0,2975.0,Copper,2025-08-01
UAE,Dubai,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
UK,Hull,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
UK,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
USA,Baltimore,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
USA,Chicago,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
USA,Mobile,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
USA,New Orleans,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2025-08-01
,,,,,,,,Copper,2025-08-01
,,,,,,,,Copper,2025-08-01
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Hong Kong SAR,Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Italy,Leghorn,975.0,0.0,0.0,975.0,975.0,0.0,Lead,2025-08-01
Italy,Trieste,250.0,0.0,0.0,250.0,250.0,0.0,Lead,2025-08-01
Korea (South),Busan,50.0,0.0,0.0,50.0,0.0,50.0,Lead,2025-08-01
Korea (South),Gwangyang,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Malaysia,Johor,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Malaysia,Port Klang,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Netherlands,Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Netherlands,Rotterdam,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Netherlands,Vlissingen,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Singapore,Singapore,246175.0,0.0,50.0,246125.0,197600.0,48525.0,Lead,2025-08-01
Spain,Barcelona,50.0,0.0,0.0,50.0,50.0,0.0,Lead,2025-08-01
Spain,Bilbao,50.0,0.0,0.0,50.0,50.0,0.0,Lead,2025-08-01
Sweden,Helsingborg,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
Taiwan,Kaohsiung,27775.0,0.0,1050.0,26725.0,2775.0,23950.0,Lead,2025-08-01
UAE,Dubai,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
UK,Hull,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
UK,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Baltimore,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Chicago,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Detroit,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Mobile,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,New Orleans,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Toledo,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Baltimore,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Chicago,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Detroit,40.0,0.0,0.0,40.0,40.0,0.0,Lead,2025-08-01
USA,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Mobile,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,New Orleans,180.0,0.0,0.0,180.0,80.0,100.0,Lead,2025-08-01
USA,Owensboro,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
USA,Toledo,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2025-08-01
,,,,,,,,Lead,2025-08-01
,,,,,,,,Lead,2025-08-01
,,,,,,,,Lead,2025-08-01
,,,,,,,,Lead,2025-08-01
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Hong Kong SAR,Hong Kong SAR,396.0,0.0,0.0,396.0,300.0,96.0,Nickel,2025-08-01
Hong Kong SAR,Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Hong Kong SAR,Hong Kong SAR,75.0,0.0,0.0,75.0,75.0,0.0,Nickel,2025-08-01
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Italy,Trieste,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Italy,Trieste,50.0,0.0,0.0,50.0,0.0,50.0,Nickel,2025-08-01
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Italy,Trieste,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Japan,Nagoya,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Japan,Yokohama,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Korea (South),Busan,49224.0,0.0,0.0,49224.0,47838.0,1386.0,Nickel,2025-08-01
Korea (South),Gwangyang,12480.0,0.0,0.0,12480.0,11772.0,708.0,Nickel,2025-08-01
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Korea (South),Busan,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Korea (South),Gwangyang,110225.0,0.0,0.0,110225.0,109450.0,775.0,Nickel,2025-08-01
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Malaysia,Johor,3564.0,0.0,0.0,3564.0,3564.0,0.0,Nickel,2025-08-01
Malaysia,Port Klang,8466.0,0.0,0.0,8466.0,8412.0,54.0,Nickel,2025-08-01
Malaysia,Johor,1225.0,0.0,0.0,1225.0,1225.0,0.0,Nickel,2025-08-01
Malaysia,Port Klang,300550.0,2925.0,2000.0,301475.0,295875.0,5600.0,Nickel,2025-08-01
Malaysia,Johor,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Malaysia,Port Klang,25.0,0.0,0.0,25.0,0.0,25.0,Nickel,2025-08-01
Netherlands,Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Rotterdam,30930.0,0.0,0.0,30930.0,30780.0,150.0,Nickel,2025-08-01
Netherlands,Vlissingen,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Rotterdam,3575.0,0.0,0.0,3575.0,2450.0,1125.0,Nickel,2025-08-01
Netherlands,Vlissingen,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Rotterdam,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Netherlands,Vlissingen,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Saudi Arabia,Jeddah,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Singapore,Singapore,58284.0,0.0,0.0,58284.0,53886.0,4398.0,Nickel,2025-08-01
Singapore,Singapore,4225.0,0.0,0.0,4225.0,275.0,3950.0,Nickel,2025-08-01
Singapore,Singapore,100725.0,0.0,3825.0,96900.0,51275.0,45625.0,Nickel,2025-08-01
Spain,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Spain,Bilbao,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
Spain,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2025-08-01
