Country/Region,Location,Opening Stock,Delivered In,Delivered Out,Closing Stock,Open Tonnage,Cancelled Tonnage,Metal,Date
Belgium,Antwerp,420.0,0.0,0.0,420.0,400.0,20.0,Aluminium Alloy,2024-09-02
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Italy,Genoa,120.0,0.0,0.0,120.0,120.0,0.0,Aluminium Alloy,2024-09-02
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Italy,Trieste,680.0,0.0,0.0,680.0,680.0,0.0,Aluminium Alloy,2024-09-02
Korea (South),Busan,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Korea (South),Gwangyang,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Malaysia,Johor,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Malaysia,Port Klang,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Netherlands,Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Netherlands,Rotterdam,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Netherlands,Vlissingen,80.0,0.0,0.0,80.0,80.0,0.0,Aluminium Alloy,2024-09-02
Singapore,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
Spain,Barcelona,240.0,0.0,0.0,240.0,240.0,0.0,Aluminium Alloy,2024-09-02
Spain,Bilbao,60.0,0.0,0.0,60.0,60.0,0.0,Aluminium Alloy,2024-09-02
Taiwan,Kaohsiung,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
UK,Hull,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
UK,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,Aluminium Alloy,2024-09-02
,,,,,,,,Aluminium Alloy,2024-09-02
,,,,,,,,Aluminium Alloy,2024-09-02
Belgium,Antwerp,3.0,0.0,0.0,3.0,0.0,3.0,Cobalt,2024-09-02
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Cobalt,2024-09-02
Netherlands,Rotterdam,54.0,0.0,0.0,54.0,31.0,23.0,Cobalt,2024-09-02
Singapore,Singapore,24.0,0.0,0.0,24.0,3.0,21.0,Cobalt,2024-09-02
USA,Baltimore,34.0,0.0,0.0,34.0,5.0,29.0,Cobalt,2024-09-02
,,,,,,,,Cobalt,2024-09-02
,,,,,,,,Cobalt,2024-09-02
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Germany,Hamburg,7525.0,0.0,0.0,7525.0,7525.0,0.0,Copper,2024-09-02
Italy,Leghorn,200.0,0.0,0.0,200.0,200.0,0.0,Copper,2024-09-02
Italy,Trieste,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Korea (South),Busan,59125.0,0.0,1650.0,57475.0,52325.0,5150.0,Copper,2024-09-02
Korea (South),Gwangyang,52675.0,0.0,1700.0,50975.0,49275.0,1700.0,Copper,2024-09-02
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Malaysia,Johor,25.0,0.0,0.0,25.0,0.0,25.0,Copper,2024-09-02
Malaysia,Port Klang,775.0,0.0,0.0,775.0,775.0,0.0,Copper,2024-09-02
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Netherlands,Rotterdam,39175.0,0.0,0.0,39175.0,38375.0,800.0,Copper,2024-09-02
Netherlands,Vlissingen,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Singapore,Singapore,18950.0,0.0,0.0,18950.0,18425.0,525.0,Copper,2024-09-02
Spain,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Spain,Bilbao,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Sweden,Helsingborg,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
Taiwan,Kaohsiung,141675.0,500.0,0.0,142175.0,128400.0,13775.0,Copper,2024-09-02
UAE,Dubai,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
UK,Hull,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
UK,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
USA,Baltimore,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
USA,Chicago,0.0,0.0,0.0,0.0,0.0,0.0,Copper,2024-09-02
USA,Mobile,25.0,0.0,0.0,25.0,0.0,25.0,Copper,2024-09-02
USA,New Orleans,500.0,0.0,0.0,500.0,500.0,0.0,Copper,2024-09-02
,,,,,,,,Copper,2024-09-02
,,,,,,,,Copper,2024-09-02
Belgium,Antwerp,800.0,0.0,0.0,800.0,450.0,350.0,Lead,2024-09-02
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Italy,Leghorn,1025.0,0.0,0.0,1025.0,975.0,50.0,Lead,2024-09-02
Italy,Trieste,375.0,0.0,0.0,375.0,250.0,125.0,Lead,2024-09-02
Korea (South),Busan,1150.0,0.0,50.0,1100.0,550.0,550.0,Lead,2024-09-02
Korea (South),Gwangyang,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Malaysia,Johor,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Malaysia,Port Klang,25.0,0.0,0.0,25.0,0.0,25.0,Lead,2024-09-02
Netherlands,Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Netherlands,Moerdijk,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Netherlands,Rotterdam,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Netherlands,Vlissingen,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Singapore,Singapore,171200.0,0.0,1450.0,169750.0,158275.0,11475.0,Lead,2024-09-02
Spain,Barcelona,100.0,0.0,0.0,100.0,100.0,0.0,Lead,2024-09-02
Spain,Bilbao,50.0,0.0,0.0,50.0,50.0,0.0,Lead,2024-09-02
Sweden,Helsingborg,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
Taiwan,Kaohsiung,4650.0,0.0,0.0,4650.0,3025.0,1625.0,Lead,2024-09-02
UAE,Dubai,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
UK,Hull,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
UK,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Baltimore,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Chicago,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Detroit,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Mobile,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,New Orleans,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Toledo,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Baltimore,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Chicago,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Detroit,40.0,0.0,0.0,40.0,40.0,0.0,Lead,2024-09-02
USA,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Mobile,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,New Orleans,180.0,0.0,0.0,180.0,80.0,100.0,Lead,2024-09-02
USA,Owensboro,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
USA,Toledo,0.0,0.0,0.0,0.0,0.0,0.0,Lead,2024-09-02
,,,,,,,,Lead,2024-09-02
,,,,,,,,Lead,2024-09-02
,,,,,,,,Lead,2024-09-02
,,,,,,,,Lead,2024-09-02
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Belgium,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Germany,Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Trieste,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Trieste,50.0,0.0,0.0,50.0,0.0,50.0,Nickel,2024-09-02
Italy,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Leghorn,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Italy,Trieste,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Japan,Nagoya,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Japan,Yokohama,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Korea (South),Busan,23112.0,0.0,0.0,23112.0,21222.0,1890.0,Nickel,2024-09-02
Korea (South),Gwangyang,9774.0,0.0,0.0,9774.0,8604.0,1170.0,Nickel,2024-09-02
Korea (South),Incheon,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Korea (South),Busan,0.0,0.0,0.0,0.0,0.0,0.0,Nickel,2024-09-02
Korea (South),Gwangyang,174375.0,0.0,0.0,174375.0,152875.0,21500.0,Nickel,2024-09-02
